"effective_date","publishing_date","version","category","is_latest_release","modification_date","url","filename","filetype","content_length","content_type","last_modified"
"15.11.2021","04.10.2021","1.3.7","validation-artefacts-UBL","false","2022-04-08 12:16:39.180","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.7.zip?version=1&modificationDate=1649420199180&api=v2","en16931-ubl-1.3.7.zip","ZIP","172368","application/zip;charset=UTF-8","1970-01-20 02:10:20"
"15.05.2022","08.04.2022","1.3.8","validation-artefacts-CII","false","2022-04-08 12:17:35.107","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.8.zip?version=1&modificationDate=1649420255107&api=v2","en16931-cii-1.3.8.zip","ZIP","140965","application/zip;charset=UTF-8","1970-01-20 02:10:20"
"15.05.2022","08.04.2022","1.3.8","validation-artefacts-UBL","false","2022-04-08 12:17:53.634","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.8.zip?version=1&modificationDate=1649420273634&api=v2","en16931-ubl-1.3.8.zip","ZIP","172795","application/zip;charset=UTF-8","1970-01-20 02:10:20"
"16.05.2022","04.03.2022","9","EAS code list","false","2022-03-04 11:43:21.721","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%209%20-%20published%20March2022.xlsx?version=1&modificationDate=1646394201721&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%209%20-%20published%20March2022.xlsx","XLSX","17423","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 01:19:54"
"16.05.2022","04.03.2022","9","EN 16931 code list - GeneriCode","false","2022-03-04 12:45:19.536","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2022-03-04.zip?version=1&modificationDate=1646397919536&api=v2","cef-genericodes-2022-03-04.zip","ZIP","69660","application/zip;charset=UTF-8","1970-01-20 01:19:57"
"16.05.2022","04.03.2022","9","EN 16931 code list - XLSX","false","2022-03-04 11:45:59.265","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v9%20-%20used%20from%202022-03-04.xlsx?version=1&modificationDate=1646394359265&api=v2","EN16931%20code%20lists%20values%20v9%20-%20used%20from%202022-03-04.xlsx","XLSX","177891","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 01:19:54"
"15.11.2022","21.09.2022","10","EAS code list","false","2022-09-21 15:00:30.009","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%2010%20-%20published%20Sept2022.xlsx?version=1&modificationDate=1663772430009&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%2010%20-%20published%20Sept2022.xlsx","XLSX","17504","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 06:09:32"
"15.11.2022","21.09.2022","10","EN 16931 code list - GeneriCode","false","2022-10-17 17:25:06.676","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2022-09-21.zip?version=1&modificationDate=1666027506676&api=v2","cef-genericodes-2022-09-21.zip","ZIP","69522","application/zip;charset=UTF-8","1970-01-20 06:47:07"
"15.11.2022","21.09.2022","10","EN 16931 code list - XLSX","false","2022-09-21 15:02:40.850","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v10%20-%20used%20from%202022-09-21.xlsx?version=1&modificationDate=1663772560850&api=v2","EN16931%20code%20lists%20values%20v10%20-%20used%20from%202022-09-21.xlsx","XLSX","179013","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 06:09:32"
"15.11.2022","17.10.2022","1.3.9","validation-artefacts-CII","false","2022-10-17 17:18:58.348","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.9.zip?version=1&modificationDate=1666027138348&api=v2","en16931-cii-1.3.9.zip","ZIP","141062","application/zip;charset=UTF-8","1970-01-20 06:47:07"
"15.11.2022","17.10.2022","1.3.9","validation-artefacts-UBL","false","2022-10-17 17:19:25.892","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.9.zip?version=1&modificationDate=1666027165892&api=v2","en16931-ubl-1.3.9.zip","ZIP","173749","application/zip;charset=UTF-8","1970-01-20 06:47:07"
"15.05.2023","24.03.2023","11","EAS code list","false","2023-03-24 15:30:53.318","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%2011%20-%20published%20March2023.xlsx?version=1&modificationDate=1679671853318&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%2011%20-%20published%20March2023.xlsx","XLSX","17962","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 10:34:31"
"15.05.2023","24.03.2023","11","EN 16931 code list - GeneriCode","false","2023-03-24 15:47:21.310","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2023-05-15.zip?version=1&modificationDate=1679672841310&api=v2","cef-genericodes-2023-05-15.zip","ZIP","73629","application/zip;charset=UTF-8","1970-01-20 10:34:32"
"15.05.2023","24.03.2023","11","EN 16931 code list - XLSX","false","2023-03-24 15:35:02.082","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v11%20-%20used%20from%202023-05-15.xlsx?version=1&modificationDate=1679672102082&api=v2","EN16931%20code%20lists%20values%20v11%20-%20used%20from%202023-05-15.xlsx","XLSX","179801","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 10:34:32"
"15.05.2023","11.04.2023","1.3.10","validation-artefacts-CII","false","2023-04-11 15:38:44.047","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.10.zip?version=1&modificationDate=1681227524047&api=v2","en16931-cii-1.3.10.zip","ZIP","142212","application/zip;charset=UTF-8","1970-01-20 11:00:27"
"15.05.2023","11.04.2023","1.3.10","validation-artefacts-UBL","false","2023-04-11 15:39:12.843","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.10.zip?version=1&modificationDate=1681227552843&api=v2","en16931-ubl-1.3.10.zip","ZIP","173612","application/zip;charset=UTF-8","1970-01-20 11:00:27"
"15.11.2023","06.10.2023","12","EAS code list","false","2023-10-06 16:04:02.789","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%2012%20-%20published%20Sept2023.xlsx?version=1&modificationDate=1696608242789&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%2012%20-%20published%20Sept2023.xlsx","XLSX","18060","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 15:16:48"
"15.11.2023","06.10.2023","12","EN 16931 code list - XLSX","false","2023-10-06 16:05:52.344","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v12%20-%20used%20from%202023-11-15.xlsx?version=1&modificationDate=1696608352344&api=v2","EN16931%20code%20lists%20values%20v12%20-%20used%20from%202023-11-15.xlsx","XLSX","179757","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 15:16:48"
"15.11.2023","06.10.2023","1.3.11","validation-artefacts-CII","false","2023-10-06 16:10:34.008","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.11.zip?version=1&modificationDate=1696608634008&api=v2","en16931-cii-1.3.11.zip","ZIP","142700","application/zip;charset=UTF-8","1970-01-20 15:16:48"
"15.11.2023","06.10.2023","1.3.11","validation-artefacts-UBL","false","2023-10-06 16:10:12.864","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.11.zip?version=1&modificationDate=1696608612864&api=v2","en16931-ubl-1.3.11.zip","ZIP","173601","application/zip;charset=UTF-8","1970-01-20 15:16:48"
"15.05.2024","12.04.2024","13","EN 16931 code list - GeneriCode","false","2024-04-12 11:22:39.271","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2024-05-15.zip?version=1&modificationDate=1712920959271&api=v2","cef-genericodes-2024-05-15.zip","ZIP","70029","application/zip;charset=UTF-8","1970-01-20 19:48:40"
"15.05.2024","12.04.2024","13","EN 16931 code list - XLSX","false","2024-04-12 15:51:49.681","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v13%20-%20used%20from%202024-05-15.xlsx?version=2&modificationDate=1712937109681&api=v2","EN16931%20code%20lists%20values%20v13%20-%20used%20from%202024-05-15.xlsx","XLSX","180293","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 19:48:57"
"15.05.2024","12.04.2024","5","VATEX code list","false","2024-04-12 11:15:15.435","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/VAT%20Exemption%20Reason%20Code%20list%20VATEX%20-%20version%205%20-published.xlsx?version=1&modificationDate=1712920515435&api=v2","VAT%20Exemption%20Reason%20Code%20list%20VATEX%20-%20version%205%20-published.xlsx","XLSX","20028","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 19:48:40"
"15.05.2024","12.04.2024","1.3.12","validation-artefacts-CII","false","2024-04-12 13:52:39.908","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.12.zip?version=1&modificationDate=1712929959908&api=v2","en16931-cii-1.3.12.zip","ZIP","150919","application/zip;charset=UTF-8","1970-01-20 19:48:49"
"15.05.2024","12.04.2024","1.3.12","validation-artefacts-UBL","false","2024-04-12 13:52:05.314","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.12.zip?version=1&modificationDate=1712929925314&api=v2","en16931-ubl-1.3.12.zip","ZIP","173510","application/zip;charset=UTF-8","1970-01-20 19:48:49"
"","","1","guidance","false","2024-07-16 08:05:25.403","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/eInvoicing%20technical%20guidance%20document_v1.pdf?version=2&modificationDate=1721117125403&api=v2","eInvoicing%20technical%20guidance%20document_v1.pdf","PDF","350870","application/pdf;charset=UTF-8","1970-01-20 22:05:17"
"15.11.2024","01.10.2024","13","EAS code list","false","2024-10-01 07:36:27.346","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%2013%20-%20published%20Sept2024.xlsx?version=1&modificationDate=1727768187346&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%2013%20-%20published%20Sept2024.xlsx","XLSX","18185","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 23:56:08"
"15.11.2024","01.10.2024","14","EN 16931 code list - GeneriCode","false","2024-10-01 07:45:06.150","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2024-11-15.zip?version=1&modificationDate=1727768706150&api=v2","cef-genericodes-2024-11-15.zip","ZIP","70260","application/zip;charset=UTF-8","1970-01-20 23:56:08"
"15.11.2024","01.10.2024","14","EN 16931 code list - XLSX","false","2024-10-03 09:23:47.578","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v14%20-%20used%20from%202024-11-15.xlsx?version=1&modificationDate=1727947427578&api=v2","EN16931%20code%20lists%20values%20v14%20-%20used%20from%202024-11-15.xlsx","XLSX","180864","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 23:59:07"
"15.11.2024","01.10.2024","6","VATEX code list","false","2024-10-01 07:43:50.472","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/VAT%20Exemption%20Reason%20Code%20list%20VATEX%20-%20version%206%20-draft.xlsx?version=2&modificationDate=1727768630472&api=v2","VAT%20Exemption%20Reason%20Code%20list%20VATEX%20-%20version%206%20-draft.xlsx","XLSX","20156","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 23:56:08"
"15.11.2024","08.10.2024","1.3.13","validation-artefacts-CII","false","2024-10-09 10:46:03.669","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.13.zip?version=1&modificationDate=1728470763669&api=v2","en16931-cii-1.3.13.zip","ZIP","221620","application/zip;charset=UTF-8","1970-01-21 00:07:50"
"15.11.2024","08.10.2024","1.3.13","validation-artefacts-UBL","false","2024-10-09 10:45:51.124","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.13.zip?version=1&modificationDate=1728470751124&api=v2","en16931-ubl-1.3.13.zip","ZIP","2649513","application/zip;charset=UTF-8","1970-01-21 00:07:50"
"15.05.2025","04.04.2025","14","EAS code list","false","2025-04-04 15:13:05.417","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%2014%20-%20published%20Apr2025.xlsx?version=1&modificationDate=1743779585417&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%2014%20-%20published%20Apr2025.xlsx","XLSX","18444","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-21 04:22:59"
"15.05.2025","04.04.2025","15","EN 16931 code list - GeneriCode","false","2025-04-04 15:17:18.035","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2025-05-15.zip?version=1&modificationDate=1743779838035&api=v2","cef-genericodes-2025-05-15.zip","ZIP","70615","application/zip;charset=UTF-8","1970-01-21 04:22:59"
"15.05.2025","04.04.2025","15","EN 16931 code list - XLSX","false","2025-04-04 15:16:07.614","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v15%20-%20used%20from%202025-05-15.xlsx?version=1&modificationDate=1743779767614&api=v2","EN16931%20code%20lists%20values%20v15%20-%20used%20from%202025-05-15.xlsx","XLSX","183868","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-21 04:22:59"
"15.05.2025","04.04.2025","7","VATEX code list","false","2025-04-04 15:14:37.211","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/VAT%20Exemption%20Reason%20Code%20list%20VATEX%20-%20version%207.xlsx?version=1&modificationDate=1743779677211&api=v2","VAT%20Exemption%20Reason%20Code%20list%20VATEX%20-%20version%207.xlsx","XLSX","22604","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-21 04:22:59"
"15.05.2025","04.04.2025","1.3.14","validation-artefacts-CII","false","2025-04-04 15:20:50.861","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.14.zip?version=1&modificationDate=1743780050861&api=v2","en16931-cii-1.3.14.zip","ZIP","296069","application/zip;charset=UTF-8","1970-01-21 04:23:00"
"15.05.2025","04.04.2025","1.3.14","validation-artefacts-UBL","false","2025-04-04 15:20:36.510","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.14.zip?version=1&modificationDate=1743780036510&api=v2","en16931-ubl-1.3.14.zip","ZIP","148470","application/zip;charset=UTF-8","1970-01-21 04:23:00"
"15.11.2025","23.10.2025","15","EAS code list","true","2025-10-23 13:29:29.199","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%2015%20-%20published%20Oct2025.xlsx?version=1&modificationDate=1761226169199&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%2015%20-%20published%20Oct2025.xlsx","XLSX","18480","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-21 09:13:46"
"15.11.2025","23.10.2025","1.3.15","EN 16931 code list - GeneriCode","true","2025-10-23 13:31:33.400","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/digital-genericodes-2025-11-15.zip?version=1&modificationDate=1761226293400&api=v2","digital-genericodes-2025-11-15.zip","ZIP","71071","application/zip;charset=UTF-8","1970-01-21 09:13:46"
"15.11.2025","23.10.2025","16","EN 16931 code list - XLSX","true","2025-10-23 13:30:29.087","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v16%20-%20used%20from%202025-11-15.xlsx?version=1&modificationDate=1761226229087&api=v2","EN16931%20code%20lists%20values%20v16%20-%20used%20from%202025-11-15.xlsx","XLSX","183843","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-21 09:13:46"
"15.11.2025","23.10.2025","8","VATEX code list","true","2025-10-23 13:29:59.796","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/VAT%20Exemption%20Reason%20Code%20list%20VATEX%20-%20version%208.xlsx?version=1&modificationDate=1761226199796&api=v2","VAT%20Exemption%20Reason%20Code%20list%20VATEX%20-%20version%208.xlsx","XLSX","22692","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-21 09:13:46"
"15.11.2025","23.10.2025","1.3.15","validation-artefacts-CII","true","2025-10-23 13:35:15.610","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.15.zip?version=1&modificationDate=1761226515610&api=v2","en16931-cii-1.3.15.zip","ZIP","222468","application/zip;charset=UTF-8","1970-01-21 09:13:46"
